date	SBER	SBERP	GAZP	LKOH	MGNT	SNGS	SNGSP	GMKN	ROSN	VTBR	TATNP	TRNFP	MTSS	ALRS	MOEX	CHMF	POLY	BANE	BANEP	AFKS	RTKMP	NLMK	HYDR	PHOR	MFON	PIKK	URKA	FEES	AFLT	MAGN	RUAL	UPRO	LSRG	MVID	LNTA	AGRO	DIXY	RSTI	NKNC	CBOM	VSMO	GCHE	MICEX	MIACR	USDCB	USDTOD
23.03.2000	1,529	0,75	9,5	418,9		8,22	2,75														37,61								5														260,16	3,31	28,36	
24.03.2000	1,522	0,7625	9,774	451,3		8,53	2,72														41,1								4,97														268,86	3,29	28,34	
27.03.2000	1,432	0,7155	8,95	440		8,1	2,68														39,4								5														277,82	3,87	28,33	
28.03.2000	1,395	0,7	9,147	425,1		8	2,56														37,25								5,19														261,86	4,26	28,31	
29.03.2000	1,44	0,7275	9,15	433,5		7,915	2,65														38,45								5,35														256,89	4,96	28,29	
30.03.2000	1,385	0,6995	8,409	407,06		7,706	2,55														36,01								5,16														252,08	13,09	28,27	
31.03.2000	1,42	0,71	8,685	443		8,181	2,735														38								5														254,68	26,26	28,46	
03.04.2000	1,385	0,6975	8,4	435,02		7,99	2,7														36,88								5,4														257,3	4,83	28,6	
04.04.2000	1,521	0,758	8,65	453		8,04	2,761														36,8								5,59														258,02	3,91	28,78	
05.04.2000	1,398	0,7075	8,45	421		7,51	2,65														33,5								5,4														245,7	3,66	28,76	
06.04.2000	1,42501	0,7295	8,8	445		7,707	2,74														35,4								5,4														249,43	3,74	28,72	
07.04.2000	1,416	0,71	8,69	440,99		7,8	3,055														34,02								5,59														247,96	3,2	28,68	
10.04.2000	1,55	0,7675	8,658	449,1		8,02	3,424														41,65								5,85														253,28	4,4	28,66	
11.04.2000	1,475	0,7325	8,349	434		7,799	3,474														37,08								5,99														249,68	4,1	28,63	
12.04.2000	1,5221	0,7635	8,663	438		7,837	3,571														39,85								5,65														248,1	4,66	28,59	
13.04.2000	1,51305	0,762	8,455	429		7,949	3,487														38,32								5,65														243,73	3,73	28,56	
14.04.2000	1,5015	0,7665	8,5	425		8	3,54														36,6								5,65														245,87	4,87	28,53	
17.04.2000	1,38	0,7075	7,4	392		7,6	3,3														32								5,02														226,04	10,45	28,5	
18.04.2000	1,38502	0,71	7,355	389,99		7,517	3,3														32								5,58														227,98	15,44	28,6	
19.04.2000	1,38	0,7025	7,1	390		7,595	3,309														32,61								5,53														226,21	6,4	28,78	
20.04.2000	1,41	0,71	7,227	402,51		7,9	3,498														33,56								5,5														226,64	10,76	28,62	
21.04.2000	1,44	0,73	7,46	398,51		8,215	3,695														35								5,65														230,45	12,28	28,59	
24.04.2000	1,401	0,703	6,949	388,44		8	3,554														32,3								5,2														225,28	9,55	28,55	
25.04.2000	1,423	0,7225	7,1	388,6		8,469	3,745														35,15								5,25														227,77	23,65	28,53	
26.04.2000	1,47998	0,735	7,014	407,2		8,591	3,816														35,85								5,6														237,01	32,19	28,53	
27.04.2000	1,433	0,7345	6,95	408		8,3	3,888														34,5								5,45														238,62	29,8	28,46	
28.04.2000	1,4865	0,755	7,16	428,49		8,65	4,06														36,2								5,55														242,85	25,54	28,43	
03.05.2000	1,46702	0,745	7,2	434		8,649	4,062														36,5								6														244,88	9,14	28,4	
04.05.2000	1,45989	0,7375	7,2	432,7		8,53	4,047														35,8								6														250,26	5,32	28,38	
05.05.2000	1,45	0,74	7,4	433		8,6	4,15														36								5,5														249,96	5,42	28,36	
06.05.2000	1,467	0,75	7,4	439		8,87	4,284														36,5								5,56														254,45	4,87	28,36	
10.05.2000	1,455	0,745	7,762	431,5		8,94	4,34														34,15								5,69														251,34	8,67	28,36	
11.05.2000	1,44	0,7325	8,147	427		8,765	4,285														34,2								5,52														244,7	9,22	28,34	
12.05.2000	1,404	0,713	8,081	423,5		8,76	4,225														33,5								5,45														241,3	4,29	28,32	
15.05.2000	1,38798	0,7095	8,081	415,51		8,779	4,12														30,5								5,2														236,26	4,11	28,3	
16.05.2000	1,41	0,709	8,05	436,5		9,118	4,299														31,3								5,2														239,9	3,51	28,28	
17.05.2000	1,2757	0,6645	7,7	417,05		8,651	4,01														28,52								5														235,77	5,35	28,27	
18.05.2000	1,265	0,648	7,81	409		8,45	4,005														29,5								5														228,2	6,74	28,27	
19.05.2000	1,1959	0,6	7,501	370		7,5	3,683														26,31								4,55														218,3	4,33	28,33	
22.05.2000	1,125	0,568	7,2	370,5		7,3	3,56														24,5								4,55														210,69	4,86	28,31	
23.05.2000	1,025	0,5	6,93	352,5		6,6	3,02														21,98								4,55														201,9	6,93	28,3	
24.05.2000	0,976	0,478	6,18	341		6,6	2,83														22,02								4,55														190,54	7,49	28,29	
25.05.2000	1,018	0,5	6,738	375		7,25	3,16														23								4,55														204,83	6,46	28,28	
26.05.2000	1,065	0,549	7,03	384		7,627	3,597														24,5								5														209,3	7,48	28,28	
29.05.2000	1,061	0,555	7	380,5		7,64	3,5														26								5														213,67	12,94	28,27	
30.05.2000	1,107	0,5725	7,4	383		8,08	3,65														26								5														213,45	16,98	28,27	
31.05.2000	1,13	0,5695	7,45	387,49		8,06	3,7														26,4								5														217,05	12,18	28,25	
01.06.2000	1,18	0,61	7,8	397		8,26	3,8														26,5								5														221,1	4,37	28,23	
02.06.2000	1,25	0,6055	8,32	410		8,52	3,9														28,79								5,4														224,94	3,43	28,25	
05.06.2000	1,211	0,6125	7,92	415		8,61	3,87														27								5,4														233,28	2,94	28,34	
06.06.2000	1,129	0,5635	7,69	397,5		8,25	3,59														25								5,4														227,57	4,15	28,34	
07.06.2000	1,185	0,628	8,05	398		8,4	3,75														25,6								5,4														218,56	3,27	28,32	
08.06.2000	1,2	0,63	8,03	400		8,331	3,81														26,41								5														228,73	3,53	28,3	
09.06.2000	1,222	0,65	8,2	403		8,35	3,77														26,5								5														228,35	1,94	28,27	
13.06.2000	1,19	0,6005	8,318	392,5		8,17	3,7														26								5,32														226,09	4,55	28,25	
14.06.2000	1,17	0,587	8,11	385		8,099	3,71														25,01								5,35														218,98	4,51	28,43	
15.06.2000	1,133	0,585	8,064	385,01		8,102	3,711														26,48								4,96														221,31	4,22	28,33	
16.06.2000	1,14	0,5655	8,08	392		8,135	3,804														25,75								4,96														223,08	4,91	28,29	
19.06.2000	1,094	0,545	7,85	384,05		8	3,75														24,5								4,96														218,95	5,61	28,26	
20.06.2000	1,049	0,5395	7,598	372,5		7,57	3,6														22,5								4,88														215,06	6,91	28,24	
21.06.2000	1,013	0,514	7,32	364		7,52	3,38														21								4,35														204,15	4,59	28,23	
22.06.2000	1,03601	0,525	7,392	373		7,68	3,57														22,5								4,35														206,09	3,87	28,22	
23.06.2000	1,03	0,5	7,353	377,5		7,8	3,6														22,5								4,35														207,97	5,96	28,19	
26.06.2000	1,01	0,5	7,231	372		7,71	3,5														22								4,35														206,52	7,75	28,17	
27.06.2000	0,936	0,4775	6,89	355		7,45	3,251														20								4,5														200,65	7,17	28,13	
28.06.2000	0,9549	0,4635	6,804	358,8		7,279	3,285														18,5								4,15														195,81	5,15	28,11	
29.06.2000	0,882	0,4625	6,519	340		7	2,985														19								4,45														189,57	8,23	28,09	
30.06.2000	0,975	0,4845	7,3	357		7,528	3,22														20,5								4,44														194,93	24,76	28,07	
03.07.2000	1,079	0,535	8,05	369		7,77	3,32														20,3								4,45														199,13	3,18	28,05	
04.07.2000	1,1025	0,5525	8,2	375		8,058	3,39														21,7								4,36														193,69	2,94	28,03	
05.07.2000	1,101	0,57	7,77	367		7,83	3,285														21,1								4,36														188,68	4,02	28,03	
06.07.2000	1,28	0,6205	8	377,5		8,189	3,41														22,5								4,77														188,37	3,62	28,03	
07.07.2000	1,30005	0,642	8,052	379,9		8,05	3,53														23								4,61														199,23	1,84	28,01	
10.07.2000	1,3855	0,675	8,071	378		8,06	3,501														23,01								4,66														199,45	2,72	27,99	
11.07.2000	1,347	0,6575	7,81	365		7,85	3,41														22,5								4,7														189,24	4,89	27,97	
12.07.2000	1,38	0,6725	7,98	373,7		8,142	3,461														23,25								4,95														193,36	3,03	27,92	
13.07.2000	1,35	0,6605	7,751	370		8,07	3,514														23,35								4,9														198,36	4,11	27,9	
14.07.2000	1,351	0,6575	7,781	368		8,3	3,589														23								4,9														194,18	1,95	27,87	
17.07.2000	1,352	0,6525	7,71	371,9		8,45	3,55														24								4,66														197,96	4,4	27,85	
18.07.2000	1,335	0,6415	7,67	366,5		8,28	3,51														23,15								4,7														194,99	3,19	27,83	
19.07.2000	1,296	0,625	7,602	370		8,219	3,49														23,2								4,77														194,99	3,3	27,81	
20.07.2000	1,28498	0,624	7,698	372,2		8,3	3,48														23,5								4,71														194,77	2,08	27,75	
21.07.2000	1,295	0,621	7,577	371		8,329	3,47														23,67								4,77														197,04	1,1	27,66	
24.07.2000	1,30889	0,6305	7,431	372		8,267	3,477														23,7								4,7														195,15	2,25	27,64	
25.07.2000	1,29101	0,6275	7,4	371		8,2	3,45														23,51								4,7														194,36	2,07	27,64	
26.07.2000	1,28999	0,6265	7,187	371,5		8,311	3,44														22,9								4,7														192,65	4,31	27,64	
27.07.2000	1,308	0,6375	7,378	372		8,35	3,455														23								4,66														191,84	3,29	27,64	
28.07.2000	1,31299	0,645	7,45	377,98		8,495	3,45														22,98								4,66														197,62	4,36	27,7	
31.07.2000	1,31	0,6375	7,7	386		8,51	3,476														23,05								4,7														200,22	8,19	27,8	
01.08.2000	1,314	0,639	7,612	397,75		8,59	3,52														23,5								4,9														209,47	2,94	27,82	
02.08.2000	1,3	0,6305	7,11	396,4		8,619	3,53														23,32								5														210,74	2,67	27,85	
03.08.2000	1,33	0,6425	7,406	397,9		8,58	3,49														23,65								5,01														215,09	2,5	27,83	
04.08.2000	1,374	0,653	7,49	411,4		8,68	3,548														25								5,1														218,04	1,53	27,8	
07.08.2000	1,387	0,659	7,47	412		8,712	3,55														25								5,1														221,28	1,99	27,77	
08.08.2000	1,3935	0,66	7,55	422		8,83	3,58														25,2								5,1														218,81	2,2	27,73	
09.08.2000	1,41	0,6645	7,67	428,75		8,895	3,57														25,2								5,19														224,54	2,43	27,73	
10.08.2000	1,38	0,656	7,501	424,01		8,92	3,56														25								5														225,54	3,49	27,7	
11.08.2000	1,38501	0,654	7,5	434		9,46	3,74														24,62								4,94														229,14	2,35	27,7	
14.08.2000	1,426	0,669	7,611	443,25		9,75	3,93														25,2								5,3														234,17	2,66	27,69	
15.08.2000	1,415	0,652	8,15	443		9,92	4,049														25,5								5,35														235	7,2	27,69	
16.08.2000	1,385	0,6345	8,2	443,9		10	4,08														25								5,41														234,2	9,01	27,74	
17.08.2000	1,355	0,63	7,911	434		9,84	4,02														24,1								5,4														230,36	4,24	27,73	
18.08.2000	1,33	0,635	7,95	430,9		9,83	4														23,55								5,4														229,86	6,26	27,73	
21.08.2000	1,33899	0,642	8,006	429		9,814	4														23,33								5,4														225,48	8,6	27,73	
22.08.2000	1,375	0,65	8,3	437,4		10,05	4,145														24,2								5,5														229,88	7,86	27,71	
23.08.2000	1,341	0,6525	8,09	435		10,1	4,14														23,36								5,59														231,26	5,53	27,71	
24.08.2000	1,399	0,664	8,38	449		10,82	4,449														23,65								5,65														235,29	4,53	27,71	
25.08.2000	1,4	0,6705	8,49	456,5		10,751	4,421														23,85								5,62														242,84	3,12	27,7	
28.08.2000	1,38	0,663	8,431	456		10,854	4,421														23,95								5,51														239,93	3,61	27,7	
29.08.2000	1,439	0,6825	8,989	462,75		10,993	4,598														25								5,83														245,37	4,09	27,7	
30.08.2000	1,414	0,6745	8,7	451,9		10,8	4,425														24,2								5,7														243,05	5,03	27,75	
31.08.2000	1,40305	0,675	8,679	449,89		10,78	4,427														23,81								5,7														239,03	8,54	27,75	
01.09.2000	1,381	0,6595	8,8	444		10,5	4,211														24								5,7														237,54	2,57	27,75	
04.09.2000	1,405	0,6725	8,799	450,75		10,49	4,32														23,35								5,11														236,19	2,16	27,75	
05.09.2000	1,4	0,6725	8,651	451,51		10,425	4,274														23,3								5,51														241,56	2,55	27,75	
06.09.2000	1,401	0,6655	8,7	448,86		10,305	4,27														22,97								5,9														241,43	2,43	27,84	
07.09.2000	1,367	0,6595	8,72	444,01		9,951	4,112														22,05								5,62														238,66	2,18	27,88	
08.09.2000	1,34949	0,648	8,651	432		9,68	4,055														21								5,74														231,59	1,55	27,84	
11.09.2000	1,33	0,645	8,59	422,1		9,315	4,011														19,3								5,74														224,31	2,1	27,86	
12.09.2000	1,31	0,64	8,64	420,6		9,373	4,02														19,3								5,7														225,59	2,1	27,84	
13.09.2000	1,278	0,6175	8,53	407,5		8,97	3,88														18								5,61														221,29	2,14	27,82	
14.09.2000	1,29	0,6255	8,685	413,99		9,129	4,08														18,99								5,61														214,78	1,99	27,82	
15.09.2000	1,278	0,621	8,47	396		8,8	3,925														18,3								5,5														215,47	2,08	27,78	
18.09.2000	1,1949	0,5805	8,18	374,5		8,15	3,771														17,01								5,5														203,04	3,48	27,73	
19.09.2000	1,22	0,59	8,3	391,99		8,35	3,889														18,23								5,5														200,25	3,35	27,73	
20.09.2000	1,1591	0,585	8,14	385		8,1	3,711														18								5,5														202,17	3,22	27,77	
21.09.2000	1,16	0,57	8,099	383		8,15	3,71														18								5														199,23	3,04	27,82	
22.09.2000	1,06799	0,495	7,5	361		7,42	3,55														16								5														189,84	2,47	27,82	
25.09.2000	1,161	0,5715	7,83	385,5		8	3,645														18,42								5														198,65	2,67	27,79	
26.09.2000	1,123	0,537	7,94	391		7,92	3,589														17,06								5,4														200,66	2,74	27,85	
27.09.2000	1,14	0,565	8	398		8,29	3,698														17,72								5,84														204	2,98	27,82	
28.09.2000	1,145	0,5595	7,87	393		8,06	3,639														17								6,16														203,05	9,51	27,81	
29.09.2000	1,153	0,5615	7,925	401		8,229	3,63														17								7														204,61	9,49	27,75	
02.10.2000	1,165	0,5845	7,85	411,99		8,73	3,78														17								7														207,61	3,12	27,75	
03.10.2000	1,211	0,5975	7,984	430,01		9,2	3,91														17,24								7,5														214,46	3,18	27,76	
04.10.2000	1,156	0,569	7,7	416,8		8,888	3,85														15,7								6,9														211,19	2,79	27,76	
05.10.2000	1,144	0,565	7,459	405		8,44	3,65														15,05								6,95														206,02	2,56	27,81	
06.10.2000	1,136	0,5515	7,524	401,5		8,3	3,689														15,5								6,95														201,5	1,49	27,86	
09.10.2000	1,1135	0,565	7,47	391,5		8,09	3,6														15,05								6,75														198,33	2,6	27,88	
10.10.2000	1,1035	0,5555	7,58	392,6		7,951	3,615														15,24								6,61														200,48	2,81	27,88	
